,NAME,ADDRESS,CITY,STATE,ZIP,COUNTY_CODE,COUNTY_NAME,MSA,MARKET_SEGMENT,EMPLOYEES_NON_COMMERCIAL,ENROLLMENT_RANGE,CAPACITY_BEDS_RANGE,NUMBER_OF_SCHOOLS_RANGE,OPERATION_TYPE,OWNERSHIP_TYPE,NUMBER_OF_MEALS_PER_DAY_RANGE,AVERAGE_DAILY_CENSUS
608,MARSH GRAMMER SCHOOL,309 PELHAM ST,METHUEN,MA,1844,25009,ESSEX,1122.0,PRIMARY SCHOOL,UNCODED,1001 TO 2000,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PRIVATE,1001 TO 2000,102.0
609,LITTLE SPROUTS CHILD ENRICHMENT CENTER,13 BRANCH ST,METHUEN,MA,1844,25009,ESSEX,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,501 TO 1000,102.0
610,METHUEN COUNCIL ON AGING SENIOR CENTER,77 LOWELL ST,METHUEN,MA,1844,25009,ESSEX,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
611,CHILDRENS CENTER,35 LOWELL ST,METHUEN,MA,1844,25009,ESSEX,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,501 TO 1000,102.0
612,NEVINS ADULT DAY CARE CENTER,12 INGALLS CT,METHUEN,MA,1844,25009,ESSEX,1122.0,ASSISTED LIVING,UNCODED,NOT APPLICABLE,51 TO 100,NOT APPLICABLE,UNCODED,UNCODED,251 TO 500,102.0
613,METHUEN PUBLIC SCHOOL DISTRICT,10 DITSON PL,METHUEN,MA,1844,25009,ESSEX,1122.0,SCHOOL DISTRICTS,251-500,OVER 5000,NOT APPLICABLE,3 TO 5,UNCODED,PUBLIC,>2000,102.0
614,DONALD P TIMONY GRAMMER SCHOOL,45 PLEASANT VIEW ST,METHUEN,MA,1844,25009,ESSEX,1122.0,PRIMARY SCHOOL,UNCODED,1001 TO 2000,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PRIVATE,1001 TO 2000,102.0
615,METHUEN HEALTH AND REHAB,480 JACKSON ST,METHUEN,MA,1844,25009,ESSEX,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,87.0
616,ST ANNS HOME,100A HAVERHILL ST,METHUEN,MA,1844,25009,ESSEX,1122.0,"CENTERS FOR REHABILITATION AND READAPTION, ADULT DAY CARE",UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
617,ST BASILS SEMINARY,30 EAST ST,METHUEN,MA,1844,25009,ESSEX,1122.0,TECHNICAL AND TRADE SCHOOLS,UNCODED,250 AND LESS,NOT APPLICABLE,NOT APPLICABLE,UNCODED,RELIGIOUS,101 TO 250,102.0
618,ST RAPHAELS TCU AT HOLY FAMILY HOSPITAL,70 EAST ST,METHUEN,MA,1844,25009,ESSEX,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,1 TO 50,NOT APPLICABLE,UNCODED,PUBLIC,501 TO 1000,9.0
619,SUNBRIDGE CARE AND REHAB-BROADWAY,281 BROADWAY,METHUEN,MA,1844,25009,ESSEX,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,51 TO 100,NOT APPLICABLE,UNCODED,PUBLIC,1001 TO 2000,75.0
620,NORTH ANDOVER SENIOR CENTER,120R MAIN ST,NORTH ANDOVER,MA,1845,25009,ESSEX,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
621,PRESCOTT HOUSE NURSING HOME,140 PRESCOTT ST,NORTH ANDOVER,MA,1845,25009,ESSEX,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,123.0
622,THE MEADOWS,575 OSGOOD ST,NORTH ANDOVER,MA,1845,25009,ESSEX,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,51 TO 100,NOT APPLICABLE,UNCODED,PUBLIC,501 TO 1000,43.0
623,MERRIMACK COLLEGE,315 TURNPIKE ST,NORTH ANDOVER,MA,1845,25009,ESSEX,1122.0,4 YEAR COLLEGE & UNIVERSITIES,UNCODED,2001 TO 5000,NOT APPLICABLE,NOT APPLICABLE,SODEXO,RELIGIOUS,>2000,102.0
624,SUTTON HILL NURSING CENTER,1801 TURNPIKE ST,NORTH ANDOVER,MA,1845,25009,ESSEX,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,132.0
625,CAMP RUNELS-MACHAGAMEE,1740 TURNPIKE ST,NORTH ANDOVER,MA,1845,25009,ESSEX,1122.0,"CENTERS FOR CHILDREN, SUMMER CAMPS",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,>2000,102.0
626,LOWELL HEALTHCARE CENTER,19 VARNUM ST,LOWELL,MA,1850,25017,MIDDLESEX,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,OTHER CONTRACTED,PUBLIC,>2000,157.0
627,TOWN COUNTRY NURSING CENTER,259 BALDWIN ST,LOWELL,MA,1851,25017,MIDDLESEX,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,51 TO 100,NOT APPLICABLE,UNCODED,PUBLIC,1001 TO 2000,78.0
628,WILLOW MANOR GENESIS HEALTHCARE,30 PRINCETON BLVD,LOWELL,MA,1851,25017,MIDDLESEX,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,51 TO 100,NOT APPLICABLE,UNCODED,PUBLIC,1001 TO 2000,83.0
629,BAILEY INTERNATIONAL ELEMENTARY SCHOOL,175 CAMPBELL DR,LOWELL,MA,1851,25017,MIDDLESEX,1122.0,PRIMARY SCHOOL,UNCODED,251 TO 500,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PUBLIC,251 TO 500,102.0
630,LITTLE SPROUTS AT CROSS POINT,900 CHELMSFORD ST,LOWELL,MA,1851,25017,MIDDLESEX,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,501 TO 1000,102.0
631,SAINTS MEDICAL CENTER,1 HOSPITAL DR,LOWELL,MA,1852,25017,MIDDLESEX,1122.0,HOSPITALS,751-999,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,SELF-OPERATED,UNCODED,>2000,76.8
632,CENTER FOR FAMILY DEVELOPMENT-AODA PRGMS,45 MERRIMACK ST,LOWELL,MA,1852,25017,MIDDLESEX,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
633,LOWELL PUBLIC SCHOOL DISTRICT,155 MERRIMACK ST,LOWELL,MA,1852,25017,MIDDLESEX,1122.0,SCHOOL DISTRICTS,1000+,OVER 5000,NOT APPLICABLE,10 AND PLUS,UNCODED,PUBLIC,>2000,102.0
634,SOUTH BAY EARLY INTERVENTION PRGM-AODA,77 E MERRIMACK ST,LOWELL,MA,1852,25017,MIDDLESEX,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
635,LCHC BHVRL HLTH OTPTNT SBSTNC ABUSE SVC,17 WARREN ST,LOWELL,MA,1852,25017,MIDDLESEX,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
636,LOWELL HOUSE-RESIDENTIAL SBSTNC ABUSE,102 APPLETON ST,LOWELL,MA,1852,25017,MIDDLESEX,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
637,LOWELL FAMILY SERVICES-SUBSTANCE ABUSE,99 CHURCH ST,LOWELL,MA,1852,25017,MIDDLESEX,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
638,COMMUNITY TEAMWORK HEAD START-CC,126 PHOENIX AVE,LOWELL,MA,1852,25017,MIDDLESEX,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,1001 TO 2000,102.0
639,DYOUVILLE SENIOR CARE,981 VARNUM AVE,LOWELL,MA,1854,25017,MIDDLESEX,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,204.0
640,LOWELL TREATMENT CENTER,391 VARNUM AVE,LOWELL,MA,1854,25017,MIDDLESEX,1122.0,"CENTERS FOR REHABILITATION AND READAPTION, ADULT DAY CARE",UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
641,FAIRHAVEN HEALTHCARE CENTER,476 VARNUM AVE,LOWELL,MA,1854,25017,MIDDLESEX,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,159.0
642,TCU AT LOWELL GENERAL HOSPITAL,295 VARNUM AVE,LOWELL,MA,1854,25017,MIDDLESEX,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,1 TO 50,NOT APPLICABLE,UNCODED,PUBLIC,501 TO 1000,25.0
643,THE GRIP PROJECT RUNAWAY-HOMELESS,35 VARNUM AVE,LOWELL,MA,1854,25017,MIDDLESEX,1122.0,RUNAWAY & HOMELESS CENTERS,UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
644,UNIVERSITY OF MASSACHUETTS-LOWELL,1 UNIVERSITY AVE,LOWELL,MA,1854,25017,MIDDLESEX,1122.0,4 YEAR COLLEGE & UNIVERSITIES,UNCODED,OVER 5000,NOT APPLICABLE,NOT APPLICABLE,ARAMARK,PUBLIC,>2000,102.0
645,CTI CHILDRENS CORNER DAY CARE CENTER,554 PAWTUCKET ST,LOWELL,MA,1854,25017,MIDDLESEX,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,501 TO 1000,102.0
646,HABIT OPCO-SUBSTANCE ABUSE TREATMENT,650 SUFFOLK ST,LOWELL,MA,1854,25017,MIDDLESEX,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
647,ST PATRICKS SCHOOL AND EDUCATIONAL CTR,311 ADAMS ST,LOWELL,MA,1854,25017,MIDDLESEX,1122.0,PRIMARY SCHOOL,UNCODED,250 AND LESS,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PRIVATE,101 TO 250,102.0
648,LOWELL HOUSE-OTPTNT SUBSTANCE ABUSE SVCS,555 MERRIMACK ST,LOWELL,MA,1854,25017,MIDDLESEX,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
649,LOWELL COUNCIL OF AGING SENIOR CENTER,276 BROADWAY ST,LOWELL,MA,1854,25017,MIDDLESEX,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
650,FREDRICK N SWEETSIR ELEMENTARY SCHOOL,104 CHURCH ST,MERRIMAC,MA,1860,25009,ESSEX,1122.0,PRIMARY SCHOOL,UNCODED,251 TO 500,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PUBLIC,251 TO 500,102.0
651,MERRIMAC SENIOR CENTER,100 E MAIN ST,MERRIMAC,MA,1860,25009,ESSEX,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
652,NEW ENGLAND PEDIATRIC CARE,78 BOSTON RD,NORTH BILLERICA,MA,1862,25017,MIDDLESEX,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,51 TO 100,NOT APPLICABLE,UNCODED,PUBLIC,1001 TO 2000,74.0
653,LIFE CARE CENTER-MERRIMACK VALLEY,80 BOSTON RD,NORTH BILLERICA,MA,1862,25017,MIDDLESEX,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,115.0
654,KINDERCARE LEARNING CENTER,179 BOSTON RD,NORTH BILLERICA,MA,1862,25017,MIDDLESEX,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,501 TO 1000,102.0
655,CHELMSFORD SENIOR CENTER,75 GROTON RD,NORTH CHELMSFORD,MA,1863,25017,MIDDLESEX,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
656,KNOWLEDGE BEGINNINGS RESEARCH PK,11 RESEARCH PL,NORTH CHELMSFORD,MA,1863,25017,MIDDLESEX,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,501 TO 1000,102.0
657,MULBERRY CHILDCARE PRESCHOOL,48 MAIN ST,NORTH READING,MA,1864,25017,MIDDLESEX,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,OTHER CONTRACTED,UNCODED,501 TO 1000,102.0
658,EDITH A O LEARY SENIOR CENTER,157 PARK ST,NORTH READING,MA,1864,25017,MIDDLESEX,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
659,READING CNCL ON AGING SR CTR,49 PLEASANT ST,READING,MA,1867,25017,MIDDLESEX,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
660,WINGATE AT READING,1364 MAIN ST,READING,MA,1867,25017,MIDDLESEX,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,121.0
661,READING PUBLIC SCHOOL DISTRICT,82 OAKLAND RD,READING,MA,1867,25017,MIDDLESEX,1122.0,SCHOOL DISTRICTS,251-500,2001 TO 5000,NOT APPLICABLE,6 TO 9,UNCODED,PUBLIC,>2000,102.0
662,BURBANK YMCA PRESCHOOL-AFTER SCHOOL PROG,36 ARTHUR B LORD DR,READING,MA,1867,25017,MIDDLESEX,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,501 TO 1000,102.0
663,DANIELS HOUSE NURSING HOME,59 MIDDLESEX AVE,READING,MA,1867,25017,MIDDLESEX,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,1 TO 50,NOT APPLICABLE,UNCODED,PUBLIC,501 TO 1000,30.0
664,MIDDLESEX DUIL PROGRAM-SBSTNC ABUSE PRGM,PO BOX 149,TEWKSBURY,MA,1876,25017,MIDDLESEX,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
665,KNOWLEDGE BEGINNINGS-TEWKSBURY,200 OLD MAIN ST,TEWKSBURY,MA,1876,25017,MIDDLESEX,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,OTHER CONTRACTED,UNCODED,501 TO 1000,102.0
666,SENIOR CITIZEN CENTER-TEWKSBURY,175 CHANDLER ST,TEWKSBURY,MA,1876,25017,MIDDLESEX,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
667,TEWKSBURY HOSPITAL,365 EAST ST,TEWKSBURY,MA,1876,25017,MIDDLESEX,1122.0,HOSPITALS,751-999,NOT APPLICABLE,501 TO 1000,NOT APPLICABLE,UNCODED,UNCODED,>2000,315.0
668,BLAIRE HOUSE OF TEWKSBURY,10 ERLIN TER,TEWKSBURY,MA,1876,25017,MIDDLESEX,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,111.0
669,JOHN F RYAN ELEMENTARY SCHOOL,135 PLEASANT ST,TEWKSBURY,MA,1876,25017,MIDDLESEX,1122.0,PRIMARY SCHOOL,UNCODED,501 TO 1000,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PRIVATE,501 TO 1000,102.0
670,LITTLE ANGELS DAYCARE -ADVENTURE CLUB,262 MIDDLESEX RD,TYNGSBORO,MA,1879,25017,MIDDLESEX,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,501 TO 1000,102.0
671,THE ACADEMY OF NOTRE DAME,180 MIDDLESEX RD,TYNGSBORO,MA,1879,25017,MIDDLESEX,1122.0,SECONDARY SCHOOL,UNCODED,501 TO 1000,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PRIVATE,501 TO 1000,102.0
672,TYNGSBORO COUNCIL ON AGING SR COMM CTR,180 LAKEVIEW AVE,TYNGSBORO,MA,1879,25017,MIDDLESEX,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
673,GREATER LOWELL VOCATIONAL TECHNICAL DIST,250 PAWTUCKET BLVD,TYNGSBORO,MA,1879,25017,MIDDLESEX,1122.0,SCHOOL DISTRICTS,UNCODED,1001 TO 2000,NOT APPLICABLE,1,UNCODED,PUBLIC,1001 TO 2000,102.0
674,ACTIVE DAY-ADULT DAY CARE SERVICES,607 NORTH AVE,WAKEFIELD,MA,1880,25017,MIDDLESEX,1122.0,"CENTERS FOR REHABILITATION AND READAPTION, ADULT DAY CARE",UNCODED,NOT APPLICABLE,1 TO 50,NOT APPLICABLE,OTHER CONTRACTED,UNCODED,101 TO 250,102.0
675,KIRKWOOD HOUSE INC,202 MAIN ST,WAKEFIELD,MA,1880,25017,MIDDLESEX,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,1 TO 50,NOT APPLICABLE,UNCODED,PUBLIC,501 TO 1000,26.0
676,WAKEFIELD COUNCIL ON AGING SENIOR CENTER,30 CONVERSE ST,WAKEFIELD,MA,1880,25017,MIDDLESEX,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
677,NORTHEAST METRO REGIONAL VOC SCH DIST,100 HEMLOCK RD,WAKEFIELD,MA,1880,25017,MIDDLESEX,1122.0,SCHOOL DISTRICTS,1-250,1001 TO 2000,NOT APPLICABLE,1,UNCODED,PUBLIC,1001 TO 2000,102.0
678,WAKEFIELD PUBLIC SCHOOLS,60 FARM ST,WAKEFIELD,MA,1880,25017,MIDDLESEX,1122.0,SCHOOL DISTRICTS,251-500,2001 TO 5000,NOT APPLICABLE,6 TO 9,UNCODED,PUBLIC,>2000,102.0
679,HARBORSIDE HEALTHCARE WAKEFIELD,1 BATHOL ST,WAKEFIELD,MA,1880,25017,MIDDLESEX,1122.0,"CENTERS FOR REHABILITATION AND READAPTION, ADULT DAY CARE",UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,110.3
680,GREENWOODS NURSING REHAB CENTER,90 GREENWOOD ST,WAKEFIELD,MA,1880,25017,MIDDLESEX,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,1 TO 50,NOT APPLICABLE,UNCODED,PUBLIC,501 TO 1000,35.0
681,RIVERSIDE COMMUNITY CARE CENTER,338 MAIN ST,WAKEFIELD,MA,1880,25017,MIDDLESEX,1122.0,"CENTERS FOR REHABILITATION AND READAPTION, ADULT DAY CARE",UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
682,RIVERSIDE OUTPATIENT CENTER-AODA PROGRAM,338 MAIN ST,WAKEFIELD,MA,1880,25017,MIDDLESEX,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
683,LLOYD G BLANCHARD MIDDLE SCHOOL,14 WEST ST,WESTFORD,MA,1886,25017,MIDDLESEX,1122.0,PRIMARY SCHOOL,UNCODED,501 TO 1000,NOT APPLICABLE,NOT APPLICABLE,UNCODED,PUBLIC,501 TO 1000,102.0
684,WESTFORD PUBLIC SCHOOL DISTRICT,23 DEPOT ST,WESTFORD,MA,1886,25017,MIDDLESEX,1122.0,SCHOOL DISTRICTS,251-500,2001 TO 5000,NOT APPLICABLE,6 TO 9,UNCODED,PUBLIC,>2000,102.0
685,NASHOBA VALLEY TECHNICAL HIGH SCH DIST,100 LITTLETON RD,WESTFORD,MA,1886,25017,MIDDLESEX,1122.0,SCHOOL DISTRICTS,UNCODED,501 TO 1000,NOT APPLICABLE,1,UNCODED,PUBLIC,501 TO 1000,102.0
686,WESTFORD HOUSE-GENESIS ELDERCARE,3 PARK DR,WESTFORD,MA,1886,25017,MIDDLESEX,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,114.0
687,KINDERCARE LEARNING CENTER,26 CARLISLE RD,WESTFORD,MA,1886,25017,MIDDLESEX,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,OTHER CONTRACTED,UNCODED,501 TO 1000,102.0
688,NEXT GENERATION CHILDRENS CTROF WESTFORD,9 POWER RD,WESTFORD,MA,1886,25017,MIDDLESEX,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,501 TO 1000,102.0
689,CAMERON SENIOR CENTER,PO BOX 2223,WESTFORD,MA,1886,25017,MIDDLESEX,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
690,WILMINGTON PUBLIC SCHOOL DISTRICT,161 CHURCH ST,WILMINGTON,MA,1887,25017,MIDDLESEX,1122.0,SCHOOL DISTRICTS,251-500,2001 TO 5000,NOT APPLICABLE,6 TO 9,UNCODED,PUBLIC,>2000,102.0
691,WOODBRIAR REHAB-SKILLED NURSING CENTER,90 WEST ST,WILMINGTON,MA,1887,25017,MIDDLESEX,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,136.0
692,THE WILMINGTON HEALTH CARE CENTER,750 WOBURN ST,WILMINGTON,MA,1887,25017,MIDDLESEX,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,OTHER CONTRACTED,PUBLIC,>2000,119.0
693,WINCHESTER NURSING CENTER,PO BOX 490,WINCHESTER,MA,1890,25017,MIDDLESEX,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,115.0
694,WINCHESTER HOSPITAL,41 HIGHLAND AVE,WINCHESTER,MA,1890,25017,MIDDLESEX,1122.0,HOSPITALS,1000+,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,SODEXO,UNCODED,>2000,148.9
695,CREATIVE CORNER CHILDRENS LEARNING CENTE,11 SHERIDAN CIR,WINCHESTER,MA,1890,25017,MIDDLESEX,1122.0,"PRE-K, KINDERGARTEN, CHILD CARE",UNCODED,UNCODED,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,501 TO 1000,102.0
696,PROJECT COPE-OTPTNT SUBSTANCE ABUSE SVCS,181 UNION ST,LYNN,MA,1901,25009,ESSEX,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
697,LYNN COMM HLTH CENTER-BHVRL HLTHCR AODA,269 UNION ST,LYNN,MA,1901,25009,ESSEX,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
698,LYNN COA SENIOR CENTER,8 SILSBEE ST,LYNN,MA,1901,25009,ESSEX,1122.0,"SOCIAL AND PRIVATE CLUBS, LEGIONS, FRATERNITIES",UNCODED,NOT APPLICABLE,NOT APPLICABLE,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
699,LIFE CARE CENTER OF NORTH SHORE,111 BIRCH ST,LYNN,MA,1902,25009,ESSEX,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,101 TO 500,NOT APPLICABLE,UNCODED,PUBLIC,>2000,111.0
700,ABBOTT HOUSE NURSING HOME,28 ESSEX ST,LYNN,MA,1902,25009,ESSEX,1122.0,NURSING HOME,UNCODED,NOT APPLICABLE,51 TO 100,NOT APPLICABLE,UNCODED,PUBLIC,1001 TO 2000,49.0
701,CAB HLTH-RECOVERY SVCS RYAN HOUSE-AODA,100 GREEN ST,LYNN,MA,1902,25009,ESSEX,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
702,CAB HEALTH-RECOVERY SERVICE SBSTNC ABUSE,110 GREEN ST,LYNN,MA,1902,25009,ESSEX,1122.0,OTHER HEALTHCARE ESTABLISHMENTS,UNCODED,NOT APPLICABLE,UNCODED,NOT APPLICABLE,UNCODED,UNCODED,51 TO 100,102.0
703,ATLANTIC REST HOME,60 ATLANTIC ST,LYNN,MA,1902,25009,ESSEX,1122.0,ASSISTED LIVING,UNCODED,NOT APPLICABLE,1 TO 50,NOT APPLICABLE,UNCODED,PUBLIC,501 TO 1000,102.0
