,NAME,CITY,STATE,ZIP,COUNTY_CODE,COUNTY_NAME,MSA,MARKET_SEGMENT,SIMPLIFIED_MENU,MENU_TYPE,UNITS,EMPLOYEES,YEARS_IN_BUSINESS,ANNUAL_SALES,AVERAGE_CHECK,NUMBER_OF_ROOMS,FOOD_BEVERAGE_PURCHASE,FOOD_PURCHASE,BEVERAGE_PURCHASE,TOTAL_CATEGORY_DRY,TOTAL_CATEGORY_FRESH,TOTAL_CATEGORY_FROZEN,TOTAL_CATEGORY_PROTEIN,% Share of F&B Purchases from Company
591,HOLIDAY INN,OMAHA,NE,68154,31055.0,DOUGLAS,5920.0,2* HOTELS WITHOUT RESTAURANT-MIDSCALE,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,501+ UNITS,20 TO 49,5 YEARS PLUS,">$5,000,000",NOT APPLICABLE,251 - 500,156962.4156,132447.230161966,16133.3140131824,22586.8174473339,21895.5033769133,26986.6801138615,38453.247931896,0.4895782423013596
592,LOUIE'S STEAK & SEAFOOD,KENAI,AK,99611,2122.0,KENAI PENINSULA,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>",FSR - FINE DINING RESTAURANTS,"STEAK, SEAFOOD & FISH",STEAK & SEAFOOD,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$50 TO $75,NOT APPLICABLE,214473.377696238,201313.75014063,13159.6275556085,23360.2856016719,42074.4699559001,30212.6360448289,92688.4220928557,0.5376200100174554
593,ARBY'S,NORTH CHARLESTON,SC,29418,45019.0,CHARLESTON,1440.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$5 TO $7,NOT APPLICABLE,272782.2906,233474.046887153,39308.2437128474,43798.7549979244,41065.4003026602,59808.4039273291,57498.0684110939,0.005489920510088231
594,WILD INDIAN SALOON,LARGO,FL,33770,12103.0,PINELLAS,8280.0,NEIGHBORHOOD BARS & TAVERNS,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",NOT APPLICABLE,NOT APPLICABLE,156962.4156,132447.230161966,16133.3140131824,22586.8174473339,21895.5033769133,26986.6801138615,38453.247931896,0.4895782423013596
595,STONEWOOD GRILL & TAVERN,BRADENTON,FL,34210,12081.0,MANATEE,7510.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","BAR & GRILL, BREW PUB, & EATERTAINMENT",BAR & GRILL,10-50 UNITS,10 TO 19,5 YEARS PLUS,"$2,500,001 - $5,000,000",$10 TO $15,NOT APPLICABLE,730076.565111227,678851.046930548,51225.5181806789,94591.0362172324,118622.760795822,148165.519958225,257211.728854308,0.8034581694860121
596,GIOVANNI'S,JOHNSON CITY,TN,37615,47179.0,WASHINGTON,3660.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$15 TO $20,NOT APPLICABLE,374693.418272176,341894.865160358,32798.5531118174,45978.0764172205,60402.5709794857,78046.8187922566,133383.644657613,0.09927455531496521
597,MILANO PIZZERIA LLC,NEW CASTLE,DE,19720,10003.0,NEW CASTLE,6162.0,LSR - QUICK CASUAL,"PIZZA, PASTA & ITALIAN",PIZZERIA,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$5 TO $7,NOT APPLICABLE,193466.937834182,177999.89416989,15467.0436642917,31302.3502729712,25778.4061071528,33640.8199698344,57080.756380124,0.1980196830892299
598,RUBY TUESDAY,NORFOLK,VA,23505,51710.0,NORFOLK CITY,5720.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CLASSIC & VARIED MENU,VARIED MENU,501+ UNITS,10 TO 19,5 YEARS PLUS,"$1,000,001 - $2,500,000",$10 TO $15,NOT APPLICABLE,386549.678728691,352713.295301936,33836.3834267553,47432.9406414331,62313.8631956082,80516.4202484831,137604.245166137,0.9475764868539892
599,BACKSTAGE CAFE,COVINGTON,KY,41011,21117.0,KENTON,1642.0,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,105546.509197048,95671.5893099321,9874.91988711634,13030.023214278,17070.7695806428,24222.3371222091,32790.9335265007,0.02422231014717735
600,CHIPOTLE MEXICAN GRILL,SPRINGFIELD,OH,45504,39023.0,CLARK,2000.0,LSR - QUICK CASUAL,MEXICAN,MEXICAN,501+ UNITS,20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$7 TO $10,NOT APPLICABLE,619358.544,556873.882520337,62484.6614796626,100107.701037258,94950.2369151276,105463.529164087,204645.531512758,0.21745505563205758
601,SUBWAY,ANDERSON,IN,46016,18095.0,MADISON,3480.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,1 TO 4,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,126446.4108,108225.336692115,18221.074107885,20302.6206533222,19035.592321317,27723.7865979244,26652.8459839676,0.6831089772200576
602,SUBWAY,RANCHO CORDOVA,CA,95742,6067.0,SACRAMENTO,6922.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,5 TO 9,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,140672.5785,120401.497165394,20271.0813346058,22586.8174473339,21177.2389439342,30842.9201101038,29651.4906608016,0.7569432217160585
603,DIXON'S GRILL,HARRELLS,NC,28444,37163.0,SAMPSON,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>","FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","STEAK, SEAFOOD & FISH",FAMILY STEAK / CHOPHOUSE,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$10 TO $15,NOT APPLICABLE,44463.7220607283,41644.8310999606,2818.89096076772,5777.94777041339,7766.22629338583,7402.83335185039,17852.9760848622,0.41153584372078855
604,CHICKEN RUN LLC,HARRELLS,NC,28444,37163.0,SAMPSON,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>",LSR - QUICK CASUAL,CHICKEN,FRIED CHICKEN,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,68677.8642,61749.2230481905,6928.64115180954,11100.4896336928,10528.601792591,11694.3731609907,22692.2162591011,0.2130810133968355
605,CARIBOU COFFEE,KANSAS CITY,MO,64151,29165.0,PLATTE,3760.0,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,251-500 UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",UNDER $5,NOT APPLICABLE,147205.59,102896.70741,44308.88259,39745.5093,18989.52111,17664.6708,0.0,0.2281682432470673
606,LAKE BUENA VISTA RESORT VILLAGE CONDOMINIUM ASSOCI,ORLANDO,FL,32821,12095.0,ORANGE,5960.0,RESORTS,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$1,000,001 - $2,500,000",NOT APPLICABLE,>500,156962.4156,132447.230161966,16133.3140131824,22586.8174473339,21895.5033769133,26986.6801138615,38453.247931896,0.4895782423013596
607,VILLA PIZZA,CABAZON,CA,92230,6065.0,RIVERSIDE,4472.0,LSR - QUICK CASUAL,"PIZZA, PASTA & ITALIAN",PIZZERIA,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,40856.3890957343,37590.0555237901,3266.33357194411,6610.43699083927,5443.88928657352,7104.27551897844,12054.3262774128,0.08548437968624811
608,KING'S WOK,SPRING HILL,FL,34609,12053.0,HERNANDO,8280.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CHINESE,CHINESE,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,28909.1922817949,27144.8910915469,1764.30119024798,4335.71180968313,5599.73856035229,4025.54165714426,10729.2191475005,0.5934727150282744
609,DAGWOODS SANDWICH SHOPPE,PALM BEACH GARDENS,FL,33410,12099.0,PALM BEACH,8960.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,79335.0369,67902.7662838483,11432.2706161517,12738.2750408446,11943.3158258142,17394.4647288799,16722.5349161756,0.9303619658143807
610,DOMINO'S PIZZA,SEAGOVILLE,TX,75159,48113.0,DALLAS,1922.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,216455.1417,177181.23365558,39273.9080444196,37893.4543345982,20706.8056473214,45094.8211875,40654.3617542411,0.7824502445285871
611,BOLERO ITALIAN MEDITERRANEAN CUISINE,RICHARDSON,TX,75080,48113.0,DALLAS,1922.0,FSR - UPSCALE CASUAL DINING RESTAURANTS,"PIZZA, PASTA & ITALIAN",ITALIAN - PIZZA & PASTA,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$30 TO $50,NOT APPLICABLE,101956.943552221,93938.2701353339,8018.67341688732,13372.6047531627,20706.7572686084,19789.9882041777,31512.4086413651,0.4426474037311938
612,FOX'S PIZZA DEN,LAS CRUCES,NM,88011,35013.0,DONA ANA,4100.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,251-500 UNITS,10 TO 19,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,128179.9728,104922.82850051,23257.1442994898,22439.6699831633,12262.114744898,26704.161,24074.6186158163,0.012482511773854177
613,KOREAN BBQ CORNER,HONOLULU,HI,96817,15003.0,HONOLULU,3320.0,LSR - QUICK CASUAL,BBQ,BARBECUE,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,33810.0462,30399.0828543184,3410.96334568165,5464.76032313441,5183.22049142735,5757.12860990712,11171.3561427351,0.8683428201191115
614,SUNSET CAFE,LOS ANGELES,CA,90028,6037.0,LOS ANGELES,4472.0,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",$15 TO $20,NOT APPLICABLE,163818.311586274,148491.488224101,15326.8233621729,20223.8465216116,26495.4726731734,37595.3918345677,50894.675783359,0.8891053657159222
615,PANDA EXPRESS,COUNTRY CLUB HILLS,IL,60478,17031.0,COOK,1602.0,LSR - QUICK CASUAL,OTHER ASIAN,ASIAN UNCLASSIFIED,501+ UNITS,10 TO 19,5 YEARS PLUS,"$1,000,001 - $2,500,000",$5 TO $7,NOT APPLICABLE,379136.9016,340887.262226455,38249.6393735454,61280.3746153945,58123.2615242447,64558.9151331269,125272.628424469,0.5283472181900678
616,SONIC DRIVE-IN,MARICOPA,AZ,85139,4021.0,PINAL,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>","LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",HAMBURGERS,HAMBURGERS,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",UNDER $5,NOT APPLICABLE,296851.9023,248606.048998458,48245.8533015424,46550.0412347044,25437.1810025707,55396.5275167095,80890.2355881748,0.3786121220200799
617,GLORIOSA PASTRY & ESPRESSO,SPOKANE,WA,99218,53063.0,SPOKANE,7840.0,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,75956.895,53093.869605,22863.025395,20508.36165,9798.439455,9114.8274,0.0,0.35584836548365706
618,SUBWAY,BAKERSFIELD,CA,93313,6029.0,KERN,680.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,10 TO 19,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,165150.009,141351.70160742,23798.3073925802,26516.9882039843,24862.139014434,36209.6763142073,34810.9347373255,0.22576502186943925
619,DOMINO'S PIZZA,SAN ANTONIO,TX,78222,48029.0,BEXAR,7240.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,219730.644,179862.424473214,39868.2195267857,38466.8761339286,21020.1508928571,45777.2175,41269.5629196429,0.17151966927345808
620,PAPA MURPHY'S PIZZA,POWELL,TN,37849,47093.0,KNOX,3840.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,190408.5387,155860.560855517,34547.9778444834,33333.6376742028,18215.1025542092,39668.4455625,35762.318014764,0.8542237878415267
621,LONGHORN STEAKHOUSE,LOUISVILLE,KY,40241,21111.0,JEFFERSON,4520.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","STEAK, SEAFOOD & FISH",FAMILY STEAK / CHOPHOUSE,251-500 UNITS,OVER 50,5 YEARS PLUS,"$2,500,001 - $5,000,000",$20 TO $30,NOT APPLICABLE,940504.079124213,880878.426472205,59625.6526520079,122216.11676185,164272.516330394,156585.968106378,377629.133462716,0.5188227533829035
622,LOG CABIN ESPRESSO,JOHN DAY,OR,97845,41023.0,GRANT,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>","LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,24740.8476,17293.8524724,7446.9951276,6680.028852,3191.5693404,2968.901712,0.0,0.9727551314309653
623,SUBWAY,SAN DIEGO,CA,92113,6073.0,SAN DIEGO,7320.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,1 TO 4,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,126222.9075,108034.040476261,18188.8670237385,20266.7342830729,19001.9455165215,27674.7827728737,26605.7351249553,0.8416151757282668
624,SAM'S OLD TIME HAMBURGERS,ROGERS,AR,72756,5007.0,BENTON,2580.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",HAMBURGERS,HAMBURGERS,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,62560.6659,52392.9941213368,10167.6717786632,9810.28436992288,5360.8111311054,11674.6553521851,17047.3793969152,0.9283857753757337
625,EL GORDO,LOS ANGELES,CA,90023,6037.0,LOS ANGELES,4472.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$10 TO $15,NOT APPLICABLE,37086.686095493,34823.3200428262,2263.3660526668,5562.1471993702,7183.72703672505,5164.2397458768,13764.1750310569,0.13833746248715018
626,FATHER AND SON RESTAURANT,CHICAGO,IL,60647,17031.0,COOK,1602.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","PIZZA, PASTA & ITALIAN",ITALIAN - PIZZA & PASTA,INDEPENDENT (1-9 UNITS),OVER 50,5 YEARS PLUS,"$2,500,001 - $5,000,000",$15 TO $20,NOT APPLICABLE,1301422.20505726,1205690.79776454,95731.4072927164,176681.77478699,216051.834063216,179582.726523133,500206.963646358,0.4711246012891749
627,EL RANCHERO RESTAURANT,FONTANA,CA,92336,6071.0,SAN BERNARDINO,4472.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$10 TO $15,NOT APPLICABLE,160155.396631411,150381.261327071,9774.1353043397,24019.6141694548,31022.2555311651,22301.2879250246,59439.3067562586,0.11268588935582868
628,BISTRO 54,DELMAR,DE,19940,10005.0,SUSSEX,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>","FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",EUROPEAN,FRENCH,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$15 TO $20,NOT APPLICABLE,209992.904097855,197177.231939598,12815.6721582563,31494.0903700059,40675.8290240307,29241.0515973824,77935.7605540838,0.9672368560750357
629,EL PAISANO MEXICAN RESTAURANT,SAINT LOUIS,MO,63139,29510.0,SAINT LOUIS CITY,7040.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$10 TO $15,NOT APPLICABLE,102651.257860461,96386.5468073706,6264.71105308994,15395.320168274,19883.6481250246,14293.9626485436,38097.4961394903,0.6212156424649825
630,CARIBOU COFFEE,ARLINGTON,VA,22206,51013.0,ARLINGTON,8872.0,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,251-500 UNITS,5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",UNDER $5,NOT APPLICABLE,127537.9518,89149.0283082,38388.9234918,34435.246986,16452.3957822,15304.554216,0.0,0.06794916629401848
631,DEL TACO,ALBUQUERQUE,NM,87123,35001.0,BERNALILLO,200.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",MEXICAN,MEXICAN,501+ UNITS,10 TO 19,5 YEARS PLUS,"$1,000,001 - $2,500,000",$5 TO $7,NOT APPLICABLE,345034.2987,282430.817845312,62603.4808546875,60403.0070109375,33007.10765625,71882.1455625,64803.9546984375,0.22064132087743682
632,SAHRS RESTAURANT,MACHIAS,NY,14101,36009.0,CATTARAUGUS,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>","FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,113584.013152268,103641.507876336,9942.50527593181,13937.7266368102,18310.3467581624,23658.9981566021,40433.7223721468,0.6599827403698002
633,SNOW RIDGE CANDLELIGHT RESTAURANT,TURIN,NY,13473,36049.0,LEWIS,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>","FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,127169.090933256,116037.424403352,11131.6665299047,15604.7314836752,20500.3335177694,26488.7038630454,45269.7485712222,0.2854330156426662
634,UBUNTU RESTAURANT & YOGA STUDIO,NAPA,CA,94559,6055.0,NAPA,7362.0,FSR - UPSCALE CASUAL DINING RESTAURANTS,CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$30 TO $50,NOT APPLICABLE,338799.666761882,308723.150576112,30076.5161857699,74118.5223773835,55159.7845482212,46265.5618629352,107276.808704108,0.46225331529437275
636,BURRITO BOY,EUGENE,OR,97402,41039.0,LANE,2400.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,116084.5587,95022.0223797513,21062.5363202487,20322.2011244579,11105.0279368622,24184.2830625,21802.8715160395,0.3764375157480493
637,AK'S SPORTS BAR AND GRILL,MCKINNEY,TX,75069,48085.0,COLLIN,1922.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","BAR & GRILL, BREW PUB, & EATERTAINMENT",BAR & GRILL,INDEPENDENT (1-9 UNITS),20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$15 TO $20,NOT APPLICABLE,361071.266907572,335736.851818277,25334.415089295,46781.5389744125,58666.8201274151,73277.6732741514,127208.253543603,0.3670792874785145
638,RESTRAUNT PIKNIK,PLAYA VISTA,CA,90094,6037.0,LOS ANGELES,4472.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",OTHER ETHNIC FOOD,"MIDDLE EAST (EGYPTIAN, SYRIAN, IRANIAN)",INDEPENDENT (1-9 UNITS),20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$15 TO $20,NOT APPLICABLE,463669.951167408,435372.604124542,28297.3470428656,69539.7942452273,89813.318875182,64565.0243492226,172084.244682228,0.1023836954157632
639,VIP HARBOR SEAFOOD,DENVER,CO,80219,8031.0,DENVER,2082.0,FSR - UPSCALE CASUAL DINING RESTAURANTS,"STEAK, SEAFOOD & FISH",SEAFOOD & FISH,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$30 TO $50,NOT APPLICABLE,152706.818664283,144104.156120601,8602.66254368143,14337.7709061357,26400.6154951646,20436.1027982121,74327.0043774075,0.0628659523682561
640,SUSHI GARDEN,WATSONVILLE,CA,95076,6087.0,SANTA CRUZ,7362.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",OTHER ASIAN,JAPANESE,INDEPENDENT (1-9 UNITS),20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$15 TO $20,NOT APPLICABLE,306526.029360756,287819.030106967,18706.9992537886,45971.8318146034,59374.3889359378,42683.0776924818,113762.602267369,0.13893598923091743
641,RUMBLE FISH,MONTCLAIR,CA,91763,6071.0,SAN BERNARDINO,4472.0,FSR - UPSCALE CASUAL DINING RESTAURANTS,"STEAK, SEAFOOD & FISH",SEAFOOD & FISH,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$30 TO $50,NOT APPLICABLE,80215.983524421,75697.0560599756,4518.92746444535,7531.54577407558,13868.0862853312,10734.9632433157,39043.5332928078,0.04169187032838362
642,STARBUCKS,VICTORIA,TX,77904,48469.0,VICTORIA,8750.0,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",UNDER $5,NOT APPLICABLE,184421.6808,128910.7548792,55510.9259208,49793.853816,23790.3968232,22130.601696,0.0,0.38227793958756995
643,DOMINO'S PIZZA,CASTROVILLE,TX,78009,48325.0,MEDINA,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>","LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,501+ UNITS,5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,184308.858,150867.614313138,33441.2436868622,32265.8045414541,17631.5871811225,38397.67875,34616.6828322704,0.16820382535044065
644,BELLA RESTAURANT,HARRISVILLE,RI,2830,44007.0,PROVIDENCE,6480.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","PIZZA, PASTA & ITALIAN",ITALIAN - PIZZA & PASTA,INDEPENDENT (1-9 UNITS),20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$15 TO $20,NOT APPLICABLE,447704.21391617,414771.508232707,32932.7056834631,60780.5635918461,74324.3170114521,61778.5243701329,172076.951341732,0.5054242585523911
645,TACO DEL MAR,SAN MARCOS,CA,92078,6073.0,SAN DIEGO,7320.0,LSR - QUICK CASUAL,MEXICAN,MEXICAN,101-250 UNITS,1 TO 4,5 YEARS PLUS,"$500,001 - $1,000,000",$5 TO $7,NOT APPLICABLE,191785.0554,172436.611143248,19348.4442567524,30998.459899178,29401.4454525889,32656.8979783282,63368.7142588876,0.4090551552909172
646,PITA PIT,GRAND JUNCTION,CO,81501,8077.0,MESA,2995.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,101-250 UNITS,20 TO 49,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,117340.893,100431.934543123,16908.958456877,18840.6109958249,17664.8224938566,25727.372221639,24733.5509878325,0.5692323489648309
647,ARBY'S,LOUISVILLE,KY,40207,21111.0,JEFFERSON,4520.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$5 TO $7,NOT APPLICABLE,272782.2906,233474.046887153,39308.2437128474,43798.7549979244,41065.4003026602,59808.4039273291,57498.0684110939,0.9199148901016666
